PCBIndex,Ref.Des.,Pad ID,Volume (%),Height (um),Area (%),Offset X (um),Offset Y (um),Group ID,Print Direction,Barcode,Bridge Error,Shape Error,Panel ID,Result,,,,,,,,,,,,,
13281,C2052,9643,124,104,121,-5,68,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2053,8152,113,104,110,-15,55,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2053,8153,168,82,207,-11,20,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,AREALARGE_ERROR,,,,,,,,,,,,,
13281,C2054,8150,124,105,119,-15,48,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2054,8151,145,91,162,36,43,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,AREALARGE_WARNING,,,,,,,,,,,,,
13281,C2055,8168,114,103,112,3,81,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2055,8169,107,101,108,-7,63,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2056,8554,67,98,70,-37,42,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C2056,8555,67,93,73,-58,58,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C2057,7978,84,112,76,0,70,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2057,7979,112,112,102,16,81,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C206,7638,102,116,90,-7,69,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C206,7639,116,107,110,-3,73,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2063,9144,102,117,88,-14,65,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2063,9145,104,108,98,-37,65,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2064,7310,138,106,132,-26,94,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2064,7311,125,110,116,-37,91,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2065,8732,96,109,89,-3,49,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2065,8733,95,107,90,-16,58,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2066,8730,88,96,93,6,45,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2066,8731,95,105,92,-10,41,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C207,9114,119,113,107,6,68,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C207,9115,100,118,86,-8,61,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2072,9887,109,110,101,-23,37,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2072,9888,111,103,109,-25,17,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2073,9885,115,114,103,-39,30,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2073,9886,111,110,103,-44,39,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2074,6966,89,106,85,-35,44,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2074,6967,82,102,81,-31,34,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2075,6968,68,98,70,-48,49,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C2075,6969,72,102,72,-37,47,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2076,6980,87,109,80,-39,39,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2076,6981,87,109,81,-43,34,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2077,6964,79,104,77,-39,44,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2077,6965,67,97,70,-36,43,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C2078,9891,97,110,89,-30,57,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2078,9892,105,113,95,-21,42,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2079,9889,111,103,110,-41,50,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2079,9890,114,102,113,-41,27,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2080,6982,84,104,82,-22,37,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2080,6983,77,103,76,-29,30,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2081,6984,70,101,70,-23,42,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2081,6985,79,104,77,-15,31,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2082,7000,74,104,73,-32,49,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2082,7001,80,107,76,-44,43,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2083,6986,81,106,78,-28,35,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2083,6987,79,108,74,-19,25,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2084,9172,94,101,94,-16,58,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C2084,9173,92,105,89,-33,49,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C21,5076,73,112,66,-35,49,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,AREASMALL_WARNING,,,,,,,,,,,,,
13281,C21,5078,75,114,67,-38,53,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,AREASMALL_WARNING,,,,,,,,,,,,,
13281,C211,7644,108,118,92,-22,89,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C211,7645,104,103,103,-15,79,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C213,6768,77,99,79,-57,38,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C213,6769,92,110,85,-63,15,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C214,7596,103,122,86,4,79,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C214,7597,108,112,97,1,84,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C216,5878,141,122,117,-4,71,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C216,5879,147,121,124,-10,72,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C218,6766,88,96,94,-46,32,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C218,6767,86,104,84,-51,38,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C219,9116,108,114,95,10,79,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C219,9117,106,107,100,-3,66,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C220,8240,102,105,99,-5,78,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C220,8241,101,111,92,-8,72,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C222,9420,98,117,85,-5,62,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C222,9421,107,115,94,-19,70,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C224,8518,70,96,74,-30,59,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C224,8519,72,95,76,-43,55,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C225,7994,104,108,98,28,62,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C225,7995,130,95,139,37,35,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C227,5962,145,129,114,-9,66,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C227,5963,140,124,115,-20,62,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C228,7064,127,125,103,-36,54,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C228,7065,140,132,107,-14,36,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C229,6352,136,119,116,2,122,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C229,6353,147,127,117,8,107,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C23,5080,70,102,70,-53,64,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C23,5082,67,109,63,-49,66,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C230,9470,123,105,119,18,67,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C230,9471,109,115,97,-5,55,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C231,9969,151,137,112,-24,70,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C231,9970,139,128,110,-21,68,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C232,7748,124,110,115,23,72,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C232,7749,134,111,123,5,72,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C240,6164,118,115,104,-29,76,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C240,6165,120,119,103,-26,88,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C242,5986,140,129,110,-11,70,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C242,5987,150,136,112,-27,71,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C251,5960,148,134,112,0,67,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C251,5961,152,137,113,-14,67,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C253,5916,134,123,111,10,65,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C253,5917,154,130,120,-2,67,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C261,9398,113,105,109,11,72,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C261,9399,113,112,102,-18,75,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C268,7762,96,109,90,0,58,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C268,7763,88,105,86,-1,46,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C269,7602,116,110,107,-15,87,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C269,7603,109,112,98,-10,71,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C274,7660,83,110,76,-44,55,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C274,7661,104,118,90,-40,58,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C275,8968,87,109,81,-28,45,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C275,8969,104,108,98,-62,47,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C276,7426,96,109,89,-87,65,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C276,7427,95,112,86,-58,47,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C278,5830,119,113,107,-32,59,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C278,5831,115,120,98,-29,73,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C279,8586,84,109,78,-23,62,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C279,8587,88,111,81,-38,61,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C28,7708,104,106,99,-8,97,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C28,7709,99,121,83,-16,81,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C280,6204,119,108,112,-78,109,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C280,6205,114,114,102,-14,95,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C281,8582,83,109,78,-37,74,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C281,8583,91,110,83,-40,65,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C282,8756,72,93,78,-26,60,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C282,8757,86,99,88,-51,64,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C283,5864,150,124,122,3,73,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C283,5865,153,131,118,-14,73,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C284,6154,123,117,107,-53,86,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C284,6155,119,115,105,-13,100,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C285,6162,119,122,99,-43,72,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C285,6163,119,119,102,-28,76,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C286,6962,82,105,79,-37,68,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C286,6963,89,104,87,-50,67,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C287,8590,81,98,84,-43,67,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C287,8591,87,104,85,-53,72,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C288,5188,82,107,77,-19,43,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C288,5190,73,116,64,-28,44,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,AREASMALL_WARNING,,,,,,,,,,,,,
13281,C29,9322,108,112,98,7,79,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C29,9323,105,113,95,-14,74,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C293,5068,81,105,79,-41,45,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C293,5070,80,109,74,-30,48,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C294,5072,75,103,74,-41,57,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C294,5074,75,115,66,-40,46,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,AREASMALL_WARNING,,,,,,,,,,,,,
13281,C295,5872,139,129,110,-10,73,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C295,5873,136,122,113,-17,66,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C296,5084,64,105,62,-52,49,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C296,5086,67,104,65,-47,45,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C297,5092,71,100,73,-4,58,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C297,5094,63,102,63,0,49,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C298,5096,73,97,77,-13,59,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C298,5098,66,101,67,-13,44,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C299,5108,75,104,73,-13,56,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C299,5110,62,100,63,-14,39,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C30,5088,76,101,76,-13,47,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C30,5090,69,107,66,-16,44,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,AREASMALL_WARNING,,,,,,,,,,,,,
13281,C300,5120,75,102,74,-15,47,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C300,5122,61,98,63,-13,32,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C3000,5870,155,133,118,-7,68,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C3000,5871,148,132,114,-11,68,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C3002,9933,130,127,104,-29,67,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C3002,9934,137,125,111,-27,67,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C301,5124,81,108,76,-23,69,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C301,5126,65,102,64,-32,35,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C302,5136,70,105,68,-22,41,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,AREASMALL_WARNING,,,,,,,,,,,,,
13281,C302,5138,63,100,64,-29,42,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C303,5144,73,106,70,-36,68,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C303,5146,75,103,74,-45,47,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C304,5152,76,101,77,-6,42,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C304,5154,70,103,68,-14,30,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,AREASMALL_WARNING,,,,,,,,,,,,,
13281,C305,5168,68,100,69,-15,38,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C305,5170,68,96,72,-23,39,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C308,9396,123,109,114,3,85,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C308,9397,114,114,102,-23,73,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C309,7740,98,112,89,-18,87,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C309,7741,110,122,91,-25,70,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C313,5579,82,96,87,-61,19,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C313,5580,86,99,88,-42,4,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C317,9350,134,108,125,27,60,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C317,9351,127,118,110,-4,87,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C318,6692,111,109,104,-73,22,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C318,6693,127,103,125,-85,3,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C319,6776,75,94,81,-49,32,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C319,6777,78,100,79,-46,13,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C32,7448,119,109,111,-34,100,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C32,7449,122,113,109,-40,92,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C321,7754,109,110,100,-7,94,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C321,7755,125,99,129,18,93,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C327,5884,148,123,123,1,71,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C327,5885,145,125,118,-16,71,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C328,5998,124,123,102,-17,63,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C328,5999,129,120,109,-28,60,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C329,5892,151,125,123,-4,66,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C329,5893,146,125,119,-9,70,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C33,5104,65,100,66,-9,70,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C33,5106,64,103,63,-20,42,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
13281,C330,5866,137,121,115,-9,67,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C330,5867,152,132,117,-11,66,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C336,5583,78,94,85,-59,39,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C336,5584,76,93,83,-45,10,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C337,6708,120,99,123,-61,44,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C337,6709,119,108,112,-66,23,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C338,9905,150,134,114,-1,80,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C338,9906,156,133,119,0,77,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C339,5742,102,115,90,-23,34,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C339,5743,110,119,93,-32,20,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C340,8418,71,99,73,-48,21,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C340,8419,85,100,86,-56,27,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C346,9358,147,114,130,16,80,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C346,9359,133,129,105,-23,82,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C35,5100,78,103,77,-21,66,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,GOOD,,,,,,,,,,,,,
13281,C35,5102,62,104,61,-18,47,2,REVERSE,VEPARB13010016,FALSE,FALSE,1,INSUFFICIENT_WARNING,,,,,,,,,,,,,
