BarCode,PCBIndex,Date,StartTime,EndTime,Recipe,Result,UserName,Lot,Machine,Comment,Lane,Stencil,Board Vendor Info,Print Direction,Print No,Cycle,
13857,C16,10063,104,124,85,-57,143,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C164,9856,115,123,96,-71,137,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C164,9857,102,117,88,-88,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C168,9840,108,125,88,-78,125,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C168,9841,105,119,90,-84,122,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C172,8020,115,126,92,-89,109,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C172,8021,112,130,87,-73,128,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C175,8008,108,121,91,-80,137,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C175,8009,109,120,92,-84,127,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C18,7824,104,135,78,-53,163,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C18,7825,104,141,75,-54,141,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C19,9602,116,139,84,-58,138,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C19,9603,110,137,82,-71,131,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1922,6880,110,134,83,28,111,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1922,6881,117,157,75,40,148,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C1969,3064,127,128,101,-101,127,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1969,3065,127,128,100,-91,135,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1970,8024,100,116,87,-104,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1970,8025,99,121,83,-89,129,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1971,8034,109,126,88,-101,103,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1971,8035,105,127,84,-94,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1972,9578,101,115,89,-90,103,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1972,9579,92,108,86,-104,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1976,2834,97,123,78,-88,109,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1976,2835,105,129,81,-90,117,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1978,9972,103,115,91,-103,133,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1978,9973,106,111,97,-92,121,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1979,10000,104,112,94,-99,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1979,10001,95,107,90,-94,129,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1980,9998,107,117,92,-92,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1980,9999,101,116,89,-92,138,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1983,3702,126,122,105,-83,158,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1983,3703,132,130,103,-80,150,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1985,3066,127,135,95,-116,148,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1985,3067,121,129,95,-108,134,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1986,3162,119,128,95,-87,145,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1986,3163,129,131,100,-92,135,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1988,9784,93,131,72,-91,129,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1988,9785,101,133,77,-114,126,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1989,9776,95,134,72,-95,141,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1989,9777,102,126,82,-94,118,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1990,3076,132,135,100,-95,132,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1990,3077,128,125,104,-98,137,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1991,3864,141,141,102,-92,175,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C1991,3865,136,136,102,-98,159,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1993,3078,120,122,99,-94,136,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1993,3079,118,124,96,-99,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1994,3058,129,133,99,-90,131,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1994,3059,122,130,95,-93,132,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1995,7900,112,128,89,-72,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1995,7901,98,128,78,-85,121,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1996,8046,109,127,87,-92,119,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1996,8047,104,128,82,-92,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1998,7962,106,124,86,-90,117,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1998,7963,97,121,82,-93,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1999,9894,107,132,83,-80,117,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C1999,9895,112,139,81,-98,115,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2,10006,93,130,73,8,122,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2,10007,90,123,74,-34,128,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C20,9768,124,146,86,-50,154,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C20,9769,128,149,88,-58,147,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2000,9902,108,130,85,-90,107,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2000,9903,109,130,85,-99,111,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2001,9940,100,120,85,-105,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2001,9941,105,123,87,-99,134,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2002,2832,107,127,84,-93,121,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2002,2833,109,122,88,-92,111,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2003,2836,92,116,79,-102,103,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2003,2837,108,127,85,-89,118,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2004,9922,104,122,86,-82,119,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2004,9923,101,121,85,-95,124,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2005,2842,101,127,79,-92,124,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2005,2843,107,131,82,-96,121,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2006,9932,103,120,87,-90,124,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2006,9933,96,118,82,-95,119,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2007,9872,106,132,82,-82,123,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2007,9873,111,132,85,-99,123,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2008,9858,104,136,77,-92,106,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2008,9859,101,126,81,-106,120,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2009,2838,106,126,84,-89,112,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2009,2839,110,123,89,-91,114,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2010,2844,95,123,77,-90,134,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2010,2845,112,134,83,-103,118,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2011,2840,101,132,76,-91,127,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2011,2841,110,127,86,-89,114,1,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2014,2954,104,117,91,-96,131,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2014,2955,96,115,85,-83,119,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2015,2946,97,117,84,-87,103,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2015,2947,96,116,84,-88,118,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2016,2944,105,113,94,-89,138,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2016,2945,94,116,82,-76,131,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2017,2952,100,116,87,-87,121,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2017,2953,84,109,78,-77,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2018,2948,86,103,85,-95,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2018,2949,86,111,79,-82,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2019,2950,81,101,82,-85,122,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2019,2951,82,102,81,-91,104,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2020,2942,91,101,91,-88,132,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2020,2943,79,99,80,-77,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2021,2940,82,103,81,-88,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2021,2941,86,103,85,-85,121,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2022,2974,102,119,87,-55,80,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2022,2975,104,118,90,-64,90,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2023,2972,101,109,94,-65,89,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2023,2973,108,120,91,-70,99,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2036,2938,107,116,94,-76,155,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2036,2939,110,121,92,-67,160,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2037,2936,95,113,85,-68,153,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2037,2937,96,109,90,-61,158,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C21,9794,124,148,85,-21,163,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C21,9795,121,139,88,-51,161,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2102,5620,116,140,84,-43,85,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2102,5621,100,127,80,-27,83,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2103,5646,105,150,71,-23,86,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2103,5647,92,131,71,-40,91,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2104,5632,102,151,68,-21,96,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2104,5633,89,129,70,-42,94,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2105,5688,109,144,77,-33,97,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2105,5689,107,134,81,-37,75,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2106,5670,105,141,75,-26,90,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2106,5671,99,131,77,-28,85,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2107,5664,93,146,65,-34,98,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2107,5665,91,127,72,-31,91,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2108,5730,121,146,84,-29,107,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2108,5731,111,130,86,-42,89,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2109,5656,103,151,70,-35,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2109,5657,87,128,69,-37,91,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2110,5588,102,145,72,-32,85,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2110,5589,94,126,76,-31,92,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2111,5534,109,156,71,-27,71,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2111,5535,115,154,76,-22,91,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2112,5622,86,145,60,-26,81,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2112,5623,86,136,64,-34,89,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2114,5404,108,134,82,-51,64,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2114,5405,114,157,73,-43,76,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2115,5696,116,142,83,-44,84,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2115,5697,104,154,69,-32,78,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2116,5694,96,134,73,-34,88,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2116,5695,99,135,74,-27,99,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2117,5710,127,147,88,-29,94,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2117,5711,111,129,88,-30,102,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2118,5516,117,136,87,-42,78,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2118,5517,126,160,80,-50,78,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2119,5436,115,137,85,-46,73,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2119,5437,121,147,84,-53,62,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C212,8000,113,120,95,-81,136,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C212,8001,107,118,92,-80,126,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2120,5350,136,135,102,-42,54,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2120,5351,120,153,79,-43,67,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2122,5518,106,180,60,-7,66,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_ERROR,,,
13857,C2122,5519,98,165,61,-30,87,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2123,5648,91,146,63,-23,93,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2123,5649,87,124,72,-35,90,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2124,8756,115,154,76,-42,73,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2124,8757,128,131,99,-32,80,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2125,8758,116,162,73,-19,81,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2125,8759,124,140,90,-43,75,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2126,5372,131,137,97,-38,64,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2126,5373,123,165,76,-42,82,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2128,5464,122,135,92,-46,74,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2128,5465,112,150,76,-43,74,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2129,6560,106,136,79,7,111,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2129,6561,91,162,57,2,122,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2130,6538,122,142,87,10,103,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2130,6539,110,158,71,2,120,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2131,7008,123,170,73,19,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2131,7009,118,160,74,34,127,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2134,6490,122,143,87,18,102,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2134,6491,116,158,74,14,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2135,9224,93,136,69,20,104,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2135,9225,104,153,69,10,102,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2137,9256,131,161,82,30,122,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2137,9257,129,141,93,3,100,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2138,6908,134,150,90,21,109,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2138,6909,107,155,70,22,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2140,6736,116,148,80,21,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2140,6737,100,135,76,12,108,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
