BarCode,PCBIndex,Date,StartTime,EndTime,Recipe,Result,UserName,Lot,Machine,Comment,Lane,Stencil,Board Vendor Info,Print Direction,Print No,Cycle,
13857,C2507,5636,100,156,65,-29,95,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2507,5637,101,133,77,-32,96,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2509,5586,122,156,79,-26,85,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2509,5587,118,160,75,-26,100,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C251,9140,97,144,68,27,106,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C251,9141,100,136,74,26,108,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2510,8752,117,147,81,-22,83,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2510,8753,120,143,85,-48,75,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2511,5488,118,141,85,-42,68,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2511,5489,118,152,78,-44,66,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2512,7380,122,145,86,3,128,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2512,7381,115,151,77,19,130,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2513,6998,111,137,82,30,125,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2513,6999,106,164,66,28,125,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2514,6988,112,138,83,29,117,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2514,6989,99,152,66,23,128,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2515,7368,110,152,74,16,121,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2515,7369,103,151,69,17,127,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2516,7090,114,136,85,31,115,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2516,7091,110,167,67,31,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2517,6940,122,168,73,18,118,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2517,6941,121,160,77,12,122,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2518,7044,116,146,81,24,124,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2518,7045,110,155,72,24,122,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C252,6620,109,159,70,22,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C252,6621,104,141,75,31,117,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2520,7144,96,131,74,29,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2520,7145,101,155,66,22,133,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2521,7048,107,136,80,34,119,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2521,7049,102,145,71,34,117,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2522,7080,116,140,84,30,119,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2522,7081,97,150,65,25,117,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2523,7130,102,143,72,35,115,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2523,7131,107,158,68,33,119,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2524,7152,117,160,74,37,122,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2524,7153,99,141,72,38,104,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2526,6946,123,153,82,26,123,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2526,6947,121,163,75,24,99,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2529,6634,109,136,81,15,108,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2529,6635,111,153,74,-15,126,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2530,6546,111,147,77,18,109,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2530,6547,100,159,63,19,119,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2531,6724,118,150,80,8,100,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2531,6725,110,159,70,11,108,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2532,6610,121,142,87,18,106,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2532,6611,117,167,71,2,123,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2533,7194,98,154,64,25,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2533,7195,109,149,74,39,118,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2534,6448,124,132,95,-5,109,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2534,6449,111,160,71,7,104,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2536,6614,112,140,81,13,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2536,6615,90,147,62,10,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2537,6594,109,141,78,10,102,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2537,6595,105,156,69,4,106,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2538,6624,114,139,83,6,105,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2538,6625,105,155,68,21,121,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2539,9200,106,144,75,26,99,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2539,9201,119,169,72,13,136,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2540,6758,121,141,87,13,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2540,6759,121,170,72,26,109,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2541,6548,103,140,75,14,107,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2541,6549,99,158,63,12,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2542,6572,101,145,71,0,104,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2542,6573,84,147,58,6,120,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2543,9210,112,141,80,12,101,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2543,9211,119,162,74,-11,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2544,6580,111,135,83,15,106,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2544,6581,108,159,69,14,102,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2545,6430,126,135,95,1,108,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2545,6431,104,151,70,22,102,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2546,9252,121,140,88,17,104,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2546,9253,118,189,63,5,108,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_ERROR,,,
13857,C2547,9262,112,143,79,37,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2547,9263,103,158,66,2,126,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2548,6586,106,140,76,16,105,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2548,6587,89,152,60,18,119,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2549,6814,124,143,88,12,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2549,6815,116,162,73,22,103,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2550,6578,113,140,82,10,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2550,6579,104,161,65,8,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2552,6696,111,141,80,9,98,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2552,6697,114,172,67,6,125,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_ERROR,,,
13857,C2553,9240,105,137,78,19,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2553,9241,115,164,71,2,125,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2554,7096,105,145,73,42,99,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2554,7097,92,129,72,38,117,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2556,6660,124,141,89,18,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2556,6661,117,158,75,14,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2557,6460,98,150,66,13,96,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2557,6461,107,154,71,10,119,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2558,6746,106,160,67,13,100,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2558,6747,110,141,79,13,107,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2559,6680,111,147,76,12,105,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2559,6681,88,148,60,19,115,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C256,9752,128,143,91,-50,147,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C256,9753,120,138,88,-68,152,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2560,7076,116,135,87,30,128,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2560,7077,111,154,73,30,133,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2561,7038,121,140,88,30,106,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2561,7039,106,146,74,13,128,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2565,6718,117,165,72,12,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2565,6719,103,135,77,18,105,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2566,6522,103,142,73,9,107,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2566,6523,101,154,67,10,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2567,6980,129,136,96,36,105,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2567,6981,107,147,74,30,130,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2568,9278,109,140,79,21,108,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2568,9279,109,172,64,10,111,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_ERROR,,,
13857,C2569,6872,129,150,88,31,108,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2569,6873,106,166,65,19,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C257,3108,137,153,90,-55,150,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C257,3109,137,147,95,-68,156,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2570,6598,127,140,92,14,107,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2570,6599,101,151,67,4,125,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2574,7236,109,138,80,31,123,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2574,7237,106,156,69,22,120,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2575,7032,127,166,78,30,119,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2575,7033,121,142,87,22,109,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2576,6818,107,145,75,23,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2576,6819,101,169,61,25,108,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2577,6612,117,135,88,-2,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2577,6613,114,156,74,3,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2578,6480,125,137,93,15,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2578,6481,112,159,72,18,99,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2579,6484,113,143,80,8,104,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2579,6485,101,154,66,0,111,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2580,9218,102,139,75,19,105,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2580,9219,105,172,62,4,94,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_ERROR,,,
13857,C2581,7206,105,143,74,22,115,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2581,7207,104,154,69,24,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2582,6926,124,139,90,13,106,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2582,6927,123,156,80,7,120,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2583,6510,122,150,83,0,117,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2583,6511,108,166,66,18,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2584,6542,126,142,90,1,106,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2584,6543,95,169,57,25,111,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2585,6528,113,137,84,8,105,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2585,6529,89,145,62,7,105,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2586,6512,109,137,81,9,103,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2586,6513,106,158,68,18,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2587,6656,116,140,84,16,97,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2587,6657,89,147,61,10,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2588,6878,105,138,77,28,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2588,6879,105,157,68,27,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2589,6762,98,141,71,22,103,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2589,6763,100,167,60,17,133,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C259,7728,110,140,80,-52,150,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C259,7729,103,139,75,-44,145,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2590,6646,108,136,81,2,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2590,6647,113,155,74,6,108,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2592,6406,117,133,90,11,108,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2592,6407,101,159,65,28,98,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2593,6714,106,143,75,10,111,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2593,6715,114,174,67,23,109,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_ERROR,,,
13857,C2594,6754,128,159,82,7,122,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2594,6755,106,169,64,7,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2595,6658,103,151,69,15,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2595,6659,87,137,65,11,105,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2596,7172,123,161,77,30,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2596,7173,119,140,86,22,111,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2597,7278,107,152,72,29,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2597,7279,106,140,77,24,118,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2598,6968,130,165,80,17,107,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2598,6969,114,155,75,13,124,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C26,3636,133,142,95,-66,155,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C26,3637,137,145,96,-66,156,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2600,6786,108,141,78,24,103,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2600,6787,103,165,64,12,117,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2602,7178,112,145,78,24,108,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2602,7179,109,161,68,29,118,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2603,7322,120,142,86,20,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2603,7323,115,160,73,15,113,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2604,7312,99,151,66,20,110,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2604,7313,108,137,80,14,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2605,7286,102,164,63,36,126,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2605,7287,108,137,80,24,114,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2607,7132,121,140,87,22,101,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2607,7133,113,161,71,13,122,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2608,7218,115,136,86,8,106,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2608,7219,112,164,69,15,129,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2609,9318,127,166,78,35,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2609,9319,124,141,89,15,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2610,9292,123,164,76,31,119,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2610,9293,120,141,87,7,107,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2611,7164,114,159,73,30,118,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2611,7165,89,136,66,33,105,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2612,7344,110,156,72,20,128,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2612,7345,114,135,85,22,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2613,7098,107,157,69,30,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2613,7099,115,161,73,45,111,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2615,9328,104,154,69,38,112,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2615,9329,117,136,87,10,109,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2616,6896,107,166,65,21,105,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2616,6897,116,161,73,20,118,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2617,9304,130,160,82,30,116,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2617,9305,125,139,91,11,105,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2618,7202,81,140,58,34,127,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2618,7203,88,134,67,33,121,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,GOOD,,,
13857,C2619,7136,104,154,68,31,128,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
13857,C2619,7137,101,142,72,26,117,2,REVERSE,VEPARB34010007 - 1,FALSE,FALSE,1,HEIGHTHIGH_WARNING,,,
